company Name,Question
FoundationFinance," I was not informed that he will give a proper scenario to make an income statement which I studied in years back so eventually, I ended up with a disappointment. CRO gave me a case in which I would have to check the profitability of different market segments and you need to write and make the complete income statement to match the answer, unfortunately, I couldn't. I suggest you, everyone, you should ask them first in initial screening that is there any situational tests to write down the scenarios. I was so prepared technically and I knew I gonna crack the interview but he asked me out of the blue."
Cloudbakers," Questions about my previous roles especially revolving around data analytics, what I know about the company and why I want to work here."
Uber, Have you worked on SQL?
CapitalOne," When you are doing the profitability analysis, they give you average balances and average credit limits. When they ask to figure out how much chargeoffs will cost us, realize that most people charge off closer to their full credit limit, not the average balance."
Harry's, Tell me about yourself?
SAPConcur, did not encounter any as of now.
Google, How do you estimate the probability of people who are left-hand and own bicycle?
Hydraforce," Basically, he asked how I can manage the quite volume of data and he said eventually he will ask me to manipulate the data, which requires skillful knowledge of Excel."
UCSantaBarbara, Q: How do you manage your time?
Humanyze, Logic and reasoning exercises pertaining to team communication dynamics
GeorgetownUniversity, Normal Behavior Questions 
IntermountainHealthcare, Tell us of a time you had to deal with an issue with a co-worker and how did you resolve it.
UNCCharlotte, How do I differentiate myself from the crowd. No generic answers were entertained
IBM, Very simple interview based on the Resume
DHG, What is your current salary?
DHG, Why do you think you’re worth that salary when you don’t have any of the skills?
NetworkedInsights, What is the one thing you wish you could change about your current job?
Hopjump, personality and simple brainteasers
AvisBudgetGroup, What is your hobby? How did you build the model? 
Discover," Basic SAS, SQL and excel related questions about proc statements, pivot tables etc.,"
CapitalOne," The case studies were business situations about offering customers incentives, market segmentation analyses, calculating expected profits, break-even quantities, and deciding on a final course of business action."
Comscore," They like asking brain teasers, which caught me off guard so be prepped on those (they do this to see how you tend to think). I got asked two, one I remember was: you have two buckets, one has a 3 liter capacity and one has 5 - how would you measure out 4 liters of water?"
TMXFinanceFamilyofCompanies, What motivates you to work hard?
84.51°," Data Trends using Kroger Data, making inventory decisions"
NIH, How would you describe some of your strengths and weaknesses?
CapitalOne, Typical case study questions
NIH, This job requires 'xxxxx skill.' Describe your experience/skills revolving around it.
CogoLabs," Brain teaser/riddle, not going to share"
GEICO, Describe in detail a project you worked on involving quantitative analysis.
NIH, (If you're applying for a job that you don't have a degree in): tell us why you changed fields from the one you originally went to college for.
SearchInfluence, What are your greatest strengths?
CyberCoders, Sponsorship
defiSOLUTIONS, How will you increase the performance of a query
GiftOfLifeDonorProgram, How would you market us to get more clients and awareness to the public to what we do?
defiSOLUTIONS, What is indexing and types
defiSOLUTIONS, What is the difference between Delete and Truncate?
AppliedResearchWorks, Nothing specific for the position I applied for. The interview questions did not inquire about my education or relevant experience. They were looking for someone that could code or help with legal. Very casual and lacked any semblance of a traditional interview structure. My application was not forwarded to the California office for the job that I applied for and I never heard back from ARW. They did buy me lunch though.
AchievementFirst, what feedback have you received from previous employers regarding your work? what do you think is your main quality? where do you see yourself in the future?
C&LGroup," Standard interview questions, i.e. ""Recall a time when you had a difficult customer; how did you handle the situation?"""
